957990	Abba Sabinou Monasterion	506±0
133396	Nome of Arsinoites	650±49
133496	Nome of Arsinoites	200±24
697572	Nome of Arsinoites	-145±0
697587	Nome of Arsinoites	250±49
697576	Nome of Arsinoites	null
697581	Nome of Arsinoites	150±49
697584	Nome of Arsinoites	203±5
697586	Nome of Arsinoites	250±49
697586	Nome of Arsinoites	250±49
738088	Nome of Arsinoites	200±99
93097	Nome of Arsinoites	0±100
114323	Nome of Arsinoites	200±99
114312	Nome of Arsinoites	160±0
244063	Nome of Arsinoites	600±99
117583	Nome of Arsinoites	-238±37
117586	Nome of Arsinoites	-238±37
117585	Nome of Arsinoites	-238±37
117584	Nome of Arsinoites	-238±37
50310	Nome of Arsinoites	592±10
50308	Nome of Arsinoites	750±49
50307	Nome of Arsinoites	675±24
50309	Nome of Arsinoites	550±49
37611	Nome of Arsinoites	600±99
37647	Nome of Arsinoites	550±49
37012	Nome of Arsinoites	600±99
37196	Nome of Arsinoites	600±24
37042	Nome of Arsinoites	600±99
37316	Nome of Arsinoites	638±62
37826	Nome of Arsinoites	700±99
37066	Nome of Arsinoites	550±49
37828	Nome of Arsinoites	550±49
37686	Nome of Arsinoites	600±99
37957	Nome of Arsinoites	550±49
37087	Nome of Arsinoites	550±49
37833	Nome of Arsinoites	550±49
37626	Nome of Arsinoites	600±99
37672	Nome of Arsinoites	600±99
37956	Nome of Arsinoites	550±49
37815	Nome of Arsinoites	550±49
37832	Nome of Arsinoites	550±49
37530	Nome of Arsinoites	550±24
37669	Nome of Arsinoites	550±49
37049	Nome of Arsinoites	550±49
37952	Nome of Arsinoites	600±99
37763	Nome of Arsinoites	700±99
37965	Nome of Arsinoites	550±49
37083	Nome of Arsinoites	550±49
37051	Nome of Arsinoites	700±99
37958	Nome of Arsinoites	550±49
37996	Nome of Arsinoites	550±49
37070	Nome of Arsinoites	700±99
37968	Nome of Arsinoites	550±49
37484	Nome of Arsinoites	600±99
37036	Nome of Arsinoites	550±49
37046	Nome of Arsinoites	550±49
37044	Nome of Arsinoites	550±49
37705	Nome of Arsinoites	550±49
37045	Nome of Arsinoites	550±49
37701	Nome of Arsinoites	600±99
37125	Nome of Arsinoites	600±99
37822	Nome of Arsinoites	550±49
37687	Nome of Arsinoites	550±49
37982	Nome of Arsinoites	550±49
37791	Nome of Arsinoites	700±99
37043	Nome of Arsinoites	550±49
37020	Nome of Arsinoites	600±99
37657	Nome of Arsinoites	600±99
37954	Nome of Arsinoites	550±49
37047	Nome of Arsinoites	600±99
37674	Nome of Arsinoites	550±49
37040	Nome of Arsinoites	600±99
37085	Nome of Arsinoites	550±49
37081	Nome of Arsinoites	600±99
37477	Nome of Arsinoites	600±99
37360	Nome of Arsinoites	600±99
37069	Nome of Arsinoites	550±49
37613	Nome of Arsinoites	644±0
37993	Nome of Arsinoites	550±49
37651	Nome of Arsinoites	550±49
37494	Nome of Arsinoites	600±99
37829	Nome of Arsinoites	600±99
37163	Nome of Arsinoites	600±99
37831	Nome of Arsinoites	550±49
37063	Nome of Arsinoites	550±49
37693	Nome of Arsinoites	550±49
37188	Nome of Arsinoites	550±49
37985	Nome of Arsinoites	550±49
37082	Nome of Arsinoites	687±0
37762	Nome of Arsinoites	700±99
37084	Nome of Arsinoites	550±49
37050	Nome of Arsinoites	600±99
37019	Nome of Arsinoites	600±99
37091	Nome of Arsinoites	550±49
37170	Nome of Arsinoites	550±49
37969	Nome of Arsinoites	550±49
37824	Nome of Arsinoites	550±49
37949	Nome of Arsinoites	550±49
37631	Nome of Arsinoites	600±99
37034	Nome of Arsinoites	550±49
37979	Nome of Arsinoites	550±49
37198	Nome of Arsinoites	600±99
37720	Nome of Arsinoites	600±99
37818	Nome of Arsinoites	550±49
37830	Nome of Arsinoites	550±49
37970	Nome of Arsinoites	550±49
37047	Nome of Arsinoites	600±99
37773	Nome of Arsinoites	700±99
37675	Nome of Arsinoites	600±99
37979	Nome of Arsinoites	550±49
37480	Nome of Arsinoites	550±49
37566	Nome of Arsinoites	550±49
37813	Nome of Arsinoites	600±99
37714	Nome of Arsinoites	600±99
37641	Nome of Arsinoites	600±99
37670	Nome of Arsinoites	550±49
37067	Nome of Arsinoites	550±49
37190	Nome of Arsinoites	550±49
37658	Nome of Arsinoites	600±99
37820	Nome of Arsinoites	550±49
37809	Nome of Arsinoites	550±49
37671	Nome of Arsinoites	550±49
37035	Nome of Arsinoites	550±49
37811	Nome of Arsinoites	550±49
37002	Nome of Arsinoites	600±99
37673	Nome of Arsinoites	550±49
37058	Nome of Arsinoites	700±99
37041	Nome of Arsinoites	550±49
37662	Nome of Arsinoites	600±24
37068	Nome of Arsinoites	550±49
37821	Nome of Arsinoites	550±49
37021	Nome of Arsinoites	600±99
37717	Nome of Arsinoites	600±99
37192	Nome of Arsinoites	550±49
37202	Nome of Arsinoites	550±49
37181	Nome of Arsinoites	550±49
37062	Nome of Arsinoites	550±49
37048	Nome of Arsinoites	550±49
37090	Nome of Arsinoites	550±49
37727	Nome of Arsinoites	600±99
37189	Nome of Arsinoites	550±49
37172	Nome of Arsinoites	550±49
37086	Nome of Arsinoites	550±49
37997	Nome of Arsinoites	580±0
37173	Nome of Arsinoites	550±49
37088	Nome of Arsinoites	550±49
37810	Nome of Arsinoites	550±49
37033	Nome of Arsinoites	600±99
37037	Nome of Arsinoites	700±99
37796	Nome of Arsinoites	700±99
37476	Nome of Arsinoites	650±49
37104	Nome of Arsinoites	650±24
37089	Nome of Arsinoites	550±49
37713	Nome of Arsinoites	600±99
37806	Nome of Arsinoites	550±49
844316	Nome of Arsinoites	150±49
35698	Nome of Arsinoites	500±99
35093	Nome of Arsinoites	450±49
35675	Nome of Arsinoites	500±99
35634	Nome of Arsinoites	550±149
35278	Nome of Arsinoites	500±99
35196	Nome of Arsinoites	500±99
35317	Nome of Arsinoites	550±149
35197	Nome of Arsinoites	500±99
35203	Nome of Arsinoites	500±99
35898	Nome of Arsinoites	600±99
35668	Nome of Arsinoites	500±99
35725	Nome of Arsinoites	538±62
35724	Nome of Arsinoites	475±24
35637	Nome of Arsinoites	500±99
35520	Nome of Arsinoites	500±99
35277	Nome of Arsinoites	500±99
35547	Nome of Arsinoites	450±49
35368	Nome of Arsinoites	450±49
35639	Nome of Arsinoites	500±99
35567	Nome of Arsinoites	500±99
35862	Nome of Arsinoites	600±99
35873	Nome of Arsinoites	550±49
35690	Nome of Arsinoites	500±99
35041	Nome of Arsinoites	500±99
35059	Nome of Arsinoites	500±99
35280	Nome of Arsinoites	450±49
35274	Nome of Arsinoites	700±99
35279	Nome of Arsinoites	500±99
35195	Nome of Arsinoites	500±99
35985	Nome of Arsinoites	650±49
35640	Nome of Arsinoites	500±99
35541	Nome of Arsinoites	450±49
35673	Nome of Arsinoites	500±99
35901	Nome of Arsinoites	600±99
35343	Nome of Arsinoites	450±49
35551	Nome of Arsinoites	450±49
35639	Nome of Arsinoites	500±99
35181	Nome of Arsinoites	425±24
35700	Nome of Arsinoites	500±99
35537	Nome of Arsinoites	500±99
36000	Nome of Arsinoites	600±99
35871	Nome of Arsinoites	650±49
35674	Nome of Arsinoites	500±99
35986	Nome of Arsinoites	550±49
35638	Nome of Arsinoites	500±99
35533	Nome of Arsinoites	500±99
35686	Nome of Arsinoites	500±99
35728	Nome of Arsinoites	500±99
35174	Nome of Arsinoites	413±12
35688	Nome of Arsinoites	450±49
35466	Nome of Arsinoites	500±99
35534	Nome of Arsinoites	500±99
383637	Nome of Arsinoites	353±0
135974	Nome of Arsinoites	200±49
135620	Nome of Arsinoites	300±99
135621	Nome of Arsinoites	450±49
19973	Nome of Arsinoites	5±0
19980	Nome of Arsinoites	119±0
88773	Nome of Arsinoites	150±49
88820	Nome of Arsinoites	200±99
88763	Nome of Arsinoites	-150±49
88776	Nome of Arsinoites	136±0
88774	Nome of Arsinoites	150±49
88819	Nome of Arsinoites	200±99
82037	Nome of Arsinoites	750±49
82241	Nome of Arsinoites	750±49
82060	Nome of Arsinoites	750±49
82063	Nome of Arsinoites	650±49
82187	Nome of Arsinoites	750±49
82096	Nome of Arsinoites	750±49
82058	Nome of Arsinoites	750±49
82079	Nome of Arsinoites	750±49
82171	Nome of Arsinoites	750±49
82191	Nome of Arsinoites	750±49
82126	Nome of Arsinoites	750±49
82117	Nome of Arsinoites	750±49
82189	Nome of Arsinoites	650±49
82347	Nome of Arsinoites	750±49
82169	Nome of Arsinoites	750±49
82176	Nome of Arsinoites	750±49
82094	Nome of Arsinoites	750±49
82064	Nome of Arsinoites	650±49
82170	Nome of Arsinoites	650±49
82333	Nome of Arsinoites	750±49
82350	Nome of Arsinoites	750±49
82210	Nome of Arsinoites	650±49
82329	Nome of Arsinoites	750±49
82087	Nome of Arsinoites	750±49
82093	Nome of Arsinoites	750±49
82040	Nome of Arsinoites	750±49
82314	Nome of Arsinoites	750±49
82301	Nome of Arsinoites	750±49
82085	Nome of Arsinoites	750±49
82298	Nome of Arsinoites	750±49
82330	Nome of Arsinoites	750±49
82258	Nome of Arsinoites	750±49
82256	Nome of Arsinoites	750±49
82168	Nome of Arsinoites	750±49
82034	Nome of Arsinoites	750±49
82174	Nome of Arsinoites	750±49
82115	Nome of Arsinoites	750±49
82043	Nome of Arsinoites	750±49
82155	Nome of Arsinoites	750±49
82075	Nome of Arsinoites	750±49
82332	Nome of Arsinoites	750±49
82086	Nome of Arsinoites	650±49
82135	Nome of Arsinoites	700±99
82177	Nome of Arsinoites	750±49
82045	Nome of Arsinoites	750±49
82095	Nome of Arsinoites	750±49
82038	Nome of Arsinoites	750±49
82133	Nome of Arsinoites	750±49
82230	Nome of Arsinoites	750±49
82193	Nome of Arsinoites	750±49
82105	Nome of Arsinoites	650±49
82084	Nome of Arsinoites	750±49
82202	Nome of Arsinoites	750±49
82184	Nome of Arsinoites	750±49
82348	Nome of Arsinoites	750±49
82175	Nome of Arsinoites	750±49
82044	Nome of Arsinoites	750±49
82151	Nome of Arsinoites	750±49
82218	Nome of Arsinoites	650±49
82196	Nome of Arsinoites	750±49
82322	Nome of Arsinoites	750±49
82061	Nome of Arsinoites	750±49
82114	Nome of Arsinoites	812±0
82303	Nome of Arsinoites	750±49
82195	Nome of Arsinoites	750±49
82039	Nome of Arsinoites	750±49
82074	Nome of Arsinoites	750±49
82323	Nome of Arsinoites	650±49
82068	Nome of Arsinoites	750±49
82215	Nome of Arsinoites	650±49
82220	Nome of Arsinoites	750±49
82033	Nome of Arsinoites	750±49
82397	Nome of Arsinoites	750±49
82116	Nome of Arsinoites	650±49
82311	Nome of Arsinoites	750±49
82173	Nome of Arsinoites	750±49
82183	Nome of Arsinoites	750±49
82217	Nome of Arsinoites	750±49
82110	Nome of Arsinoites	750±49
82254	Nome of Arsinoites	750±49
82194	Nome of Arsinoites	750±49
82361	Nome of Arsinoites	750±49
27959	Nome of Arsinoites	150±49
27937	Nome of Arsinoites	150±49
27675	Nome of Arsinoites	150±49
27769	Nome of Arsinoites	200±99
27758	Nome of Arsinoites	150±49
27314	Nome of Arsinoites	150±49
27757	Nome of Arsinoites	150±49
27749	Nome of Arsinoites	150±49
27776	Nome of Arsinoites	175±24
27752	Nome of Arsinoites	200±99
27904	Nome of Arsinoites	150±49
27206	Nome of Arsinoites	150±49
27297	Nome of Arsinoites	150±49
27777	Nome of Arsinoites	175±24
27468	Nome of Arsinoites	150±49
27787	Nome of Arsinoites	188±12
27936	Nome of Arsinoites	150±49
27748	Nome of Arsinoites	150±49
27778	Nome of Arsinoites	125±24
27236	Nome of Arsinoites	200±99
27809	Nome of Arsinoites	150±49
27764	Nome of Arsinoites	209±3
27870	Nome of Arsinoites	200±99
27465	Nome of Arsinoites	188±12
27949	Nome of Arsinoites	150±49
27216	Nome of Arsinoites	150±49
27805	Nome of Arsinoites	150±49
27318	Nome of Arsinoites	150±49
27875	Nome of Arsinoites	150±49
27734	Nome of Arsinoites	150±49
27513	Nome of Arsinoites	200±99
27746	Nome of Arsinoites	150±49
27538	Nome of Arsinoites	200±99
27466	Nome of Arsinoites	150±49
27886	Nome of Arsinoites	113±12
27938	Nome of Arsinoites	150±49
27912	Nome of Arsinoites	150±49
27698	Nome of Arsinoites	125±24
27728	Nome of Arsinoites	150±49
27487	Nome of Arsinoites	200±24
27467	Nome of Arsinoites	200±99
27630	Nome of Arsinoites	150±49
27498	Nome of Arsinoites	150±49
27373	Nome of Arsinoites	200±99
27298	Nome of Arsinoites	150±49
27891	Nome of Arsinoites	113±12
27953	Nome of Arsinoites	150±49
27946	Nome of Arsinoites	150±49
27460	Nome of Arsinoites	188±12
27890	Nome of Arsinoites	150±49
27454	Nome of Arsinoites	150±49
27142	Nome of Arsinoites	150±49
27674	Nome of Arsinoites	125±24
27789	Nome of Arsinoites	150±49
27931	Nome of Arsinoites	150±49
27924	Nome of Arsinoites	150±49
27733	Nome of Arsinoites	150±49
27486	Nome of Arsinoites	113±12
27997	Nome of Arsinoites	219+
27246	Nome of Arsinoites	150±49
27714	Nome of Arsinoites	200±99
27500	Nome of Arsinoites	150±24
27469	Nome of Arsinoites	150±49
27972	Nome of Arsinoites	150±49
27804	Nome of Arsinoites	150±49
27215	Nome of Arsinoites	150±49
27958	Nome of Arsinoites	150±49
27250	Nome of Arsinoites	150±49
27993	Nome of Arsinoites	200±99
27987	Nome of Arsinoites	150±49
27159	Nome of Arsinoites	125±24
764	Nome of Arsinoites	-257±0
903	Nome of Arsinoites	-251±0
959	Nome of Arsinoites	-250±0
901	Nome of Arsinoites	-251±0
818	Nome of Arsinoites	-255±0
897	Nome of Arsinoites	-252±0
247	Nome of Arsinoites	-181+
985	Nome of Arsinoites	-246±0
987	Nome of Arsinoites	-246±0
752	Nome of Arsinoites	-257±0
940	Nome of Arsinoites	-250+
877	Nome of Arsinoites	-253±0
766	Nome of Arsinoites	-256±0
883	Nome of Arsinoites	-253-
892	Nome of Arsinoites	-252±0
869	Nome of Arsinoites	-253±0
860	Nome of Arsinoites	-254-
939	Nome of Arsinoites	-250+
890	Nome of Arsinoites	-252±0
899	Nome of Arsinoites	-252-
249	Nome of Arsinoites	-141±0
919	Nome of Arsinoites	-251±0
920	Nome of Arsinoites	-251±0
1000	Nome of Arsinoites	-244±0
958	Nome of Arsinoites	-250±0
956	Nome of Arsinoites	-250±0
785	Nome of Arsinoites	-256±0
994	Nome of Arsinoites	-244+
7909	Nome of Arsinoites	-159+
7603	Nome of Arsinoites	-206+
7746	Nome of Arsinoites	-220±0
7303	Nome of Arsinoites	-175±10
7735	Nome of Arsinoites	-224±0
7950	Nome of Arsinoites	-150±24
7784	Nome of Arsinoites	-242±11
7547	Nome of Arsinoites	-250±49
7629	Nome of Arsinoites	-222±0
7437	Nome of Arsinoites	-250±49
7579	Nome of Arsinoites	-250±49
7544	Nome of Arsinoites	-223±0
7596	Nome of Arsinoites	-239±0
7482	Nome of Arsinoites	-218±0
7545	Nome of Arsinoites	-250±49
7536	Nome of Arsinoites	-250±49
7426	Nome of Arsinoites	-223+
7700	Nome of Arsinoites	-217+
7521	Nome of Arsinoites	-224±0
7457	Nome of Arsinoites	-250±49
7599	Nome of Arsinoites	-250±49
7590	Nome of Arsinoites	-250±49
7464	Nome of Arsinoites	-250±24
7602	Nome of Arsinoites	-250±49
7683	Nome of Arsinoites	-220±0
7477	Nome of Arsinoites	-250±49
7582	Nome of Arsinoites	-250±49
7648	Nome of Arsinoites	-255±0
7776	Nome of Arsinoites	-242±11
7639	Nome of Arsinoites	-256±0
7409	Nome of Arsinoites	-221±3
7915	Nome of Arsinoites	-159±0
7487	Nome of Arsinoites	-263±4
7133	Nome of Arsinoites	-200±199
7576	Nome of Arsinoites	-244±0
7675	Nome of Arsinoites	-250±24
7553	Nome of Arsinoites	-205±0
7570	Nome of Arsinoites	-238±0
7529	Nome of Arsinoites	-250±49
7535	Nome of Arsinoites	-239±8
7608	Nome of Arsinoites	-250±49
7606	Nome of Arsinoites	-250±49
7601	Nome of Arsinoites	-250±49
7551	Nome of Arsinoites	-250±49
7485	Nome of Arsinoites	-231±0
7305	Nome of Arsinoites	-250±49
7924	Nome of Arsinoites	-159±0
7479	Nome of Arsinoites	-225±0
7458	Nome of Arsinoites	-250±49
7634	Nome of Arsinoites	-255±0
7516	Nome of Arsinoites	-250±49
7611	Nome of Arsinoites	-250±49
7449	Nome of Arsinoites	-250±24
7682	Nome of Arsinoites	-201+
7591	Nome of Arsinoites	-226±0
7466	Nome of Arsinoites	-250±49
7919	Nome of Arsinoites	-158±0
7597	Nome of Arsinoites	-250±49
7933	Nome of Arsinoites	-158±0
7567	Nome of Arsinoites	-250±0
7646	Nome of Arsinoites	-255±0
7512	Nome of Arsinoites	-250±49
7686	Nome of Arsinoites	-220±0
7964	Nome of Arsinoites	-188±12
7611	Nome of Arsinoites	-222±0
7598	Nome of Arsinoites	-250±49
7554	Nome of Arsinoites	-248±0
7740	Nome of Arsinoites	-209±0
7424	Nome of Arsinoites	-220±0
7569	Nome of Arsinoites	-245±0
7631	Nome of Arsinoites	-250±49
7778	Nome of Arsinoites	-242±11
7452	Nome of Arsinoites	-250±49
7444	Nome of Arsinoites	-240±0
7741	Nome of Arsinoites	-230±13
7526	Nome of Arsinoites	-222±0
7926	Nome of Arsinoites	-158±0
7684	Nome of Arsinoites	-220±0
7720	Nome of Arsinoites	-240±0
7920	Nome of Arsinoites	-158±0
7513	Nome of Arsinoites	-250±49
7415	Nome of Arsinoites	-233±11
7611	Nome of Arsinoites	-250±49
7593	Nome of Arsinoites	-250±49
7929	Nome of Arsinoites	-158±0
7463	Nome of Arsinoites	-250±49
7478	Nome of Arsinoites	-229±0
7417	Nome of Arsinoites	-233±11
7781	Nome of Arsinoites	-242±11
7420	Nome of Arsinoites	-213±8
7636	Nome of Arsinoites	-250±24
7456	Nome of Arsinoites	-250±49
7451	Nome of Arsinoites	-250±49
7687	Nome of Arsinoites	-220±0
7435	Nome of Arsinoites	-250±49
7785	Nome of Arsinoites	-242±11
7583	Nome of Arsinoites	-250±49
7944	Nome of Arsinoites	-188±12
7668	Nome of Arsinoites	-250±24
7550	Nome of Arsinoites	-218±0
7486	Nome of Arsinoites	-241±0
7910	Nome of Arsinoites	-159±0
7786	Nome of Arsinoites	-242±11
7534	Nome of Arsinoites	-239±8
7462	Nome of Arsinoites	-250±49
7633	Nome of Arsinoites	-230±0
7736	Nome of Arsinoites	-248+
7702	Nome of Arsinoites	-257±0
7442	Nome of Arsinoites	-241±0
7638	Nome of Arsinoites	-255±0
7555	Nome of Arsinoites	-250±49
7539	Nome of Arsinoites	-250±49
7520	Nome of Arsinoites	-224+
7537	Nome of Arsinoites	-250±49
7474	Nome of Arsinoites	-215±0
7594	Nome of Arsinoites	-251±0
7774	Nome of Arsinoites	-242±11
7643	Nome of Arsinoites	-256±0
7768	Nome of Arsinoites	-242±11
7609	Nome of Arsinoites	-250±49
7879	Nome of Arsinoites	-150±24
7557	Nome of Arsinoites	-250±49
7872	Nome of Arsinoites	288±12
7936	Nome of Arsinoites	-158±0
7531	Nome of Arsinoites	-235+
7913	Nome of Arsinoites	-159±0
7516	Nome of Arsinoites	-250±49
7522	Nome of Arsinoites	-207±0
7137	Nome of Arsinoites	-250±49
7468	Nome of Arsinoites	-250±49
7438	Nome of Arsinoites	-250±49
7489	Nome of Arsinoites	-206±0
7605	Nome of Arsinoites	-250±49
7401	Nome of Arsinoites	-250±49
7528	Nome of Arsinoites	-220±2
7480	Nome of Arsinoites	-250±49
7524	Nome of Arsinoites	-248±0
7469	Nome of Arsinoites	-250±49
7523	Nome of Arsinoites	-250±49
7427	Nome of Arsinoites	-217±0
7587	Nome of Arsinoites	-221±0
7906	Nome of Arsinoites	-160±0
7779	Nome of Arsinoites	-242±11
7771	Nome of Arsinoites	-242±11
7611	Nome of Arsinoites	-250±49
7540	Nome of Arsinoites	-250±49
7767	Nome of Arsinoites	-242±11
7541	Nome of Arsinoites	-250±49
7434	Nome of Arsinoites	-218+
7446	Nome of Arsinoites	-237±0
7584	Nome of Arsinoites	-250±49
7607	Nome of Arsinoites	-222+
7439	Nome of Arsinoites	-250±49
7549	Nome of Arsinoites	-222±0
7408	Nome of Arsinoites	-222±0
7416	Nome of Arsinoites	-233±11
7697	Nome of Arsinoites	-250±49
7632	Nome of Arsinoites	-245+
7490	Nome of Arsinoites	-203±0
7394	Nome of Arsinoites	-257±0
7880	Nome of Arsinoites	-197±0
7923	Nome of Arsinoites	-158±0
7930	Nome of Arsinoites	-159±0
7734	Nome of Arsinoites	-217+
7611	Nome of Arsinoites	-250±49
7911	Nome of Arsinoites	-159±0
7492	Nome of Arsinoites	-218±0
7460	Nome of Arsinoites	-250±49
7600	Nome of Arsinoites	-250±49
7488	Nome of Arsinoites	-250±49
7536	Nome of Arsinoites	-250±49
7652	Nome of Arsinoites	-254±0
7423	Nome of Arsinoites	-213±8
7407	Nome of Arsinoites	-222±0
7486	Nome of Arsinoites	-242+
7660	Nome of Arsinoites	-250±24
7780	Nome of Arsinoites	-242±11
7484	Nome of Arsinoites	-250±49
7637	Nome of Arsinoites	-250±24
7543	Nome of Arsinoites	-238±7
7450	Nome of Arsinoites	-245±0
7947	Nome of Arsinoites	-150±24
7585	Nome of Arsinoites	-250±49
7935	Nome of Arsinoites	-159±0
7455	Nome of Arsinoites	-237±0
7640	Nome of Arsinoites	-255±0
7428	Nome of Arsinoites	-242±0
7916	Nome of Arsinoites	-158±0
7912	Nome of Arsinoites	-159±0
7772	Nome of Arsinoites	-242±11
7595	Nome of Arsinoites	-250±49
7664	Nome of Arsinoites	-254±4
7573	Nome of Arsinoites	-220±0
7519	Nome of Arsinoites	-222±0
7475	Nome of Arsinoites	-250±49
7517	Nome of Arsinoites	-150±49
7642	Nome of Arsinoites	-255±0
7922	Nome of Arsinoites	-158±0
7525	Nome of Arsinoites	-209±0
7647	Nome of Arsinoites	-255±0
7925	Nome of Arsinoites	-159±0
7580	Nome of Arsinoites	-250±49
7443	Nome of Arsinoites	-243±6
7324	Nome of Arsinoites	-150±49
7963	Nome of Arsinoites	-150±49
7431	Nome of Arsinoites	-250±49
7543	Nome of Arsinoites	-238±7
7928	Nome of Arsinoites	-159±0
